,count-Row ID,mean-Row ID,mean-Postal Code,mean-Sales,mean-Quantity,mean-Discount,mean-Profit,mean-ReturnedBin,mean-EncodedCountry,mean-x0_Furniture,mean-x0_Office Supplies,mean-x0_Technology,mean-x0_Accessories,mean-x0_Appliances,mean-x0_Art,mean-x0_Binders,mean-x0_Bookcases,mean-x0_Chairs,mean-x0_Copiers,mean-x0_Envelopes,mean-x0_Fasteners,mean-x0_Furnishings,mean-x0_Labels,mean-x0_Machines,mean-x0_Paper,mean-x0_Phones,mean-x0_Storage,mean-x0_Supplies,mean-x0_Tables,mean-x0_Consumer,mean-x0_Corporate,mean-x0_Home Office,mean-x0_First Class,mean-x0_Same Day,mean-x0_Second Class,mean-x0_Standard Class,std-Row ID,std-Postal Code,std-Sales,std-Quantity,std-Discount,std-Profit,std-ReturnedBin,std-EncodedCountry,std-x0_Furniture,std-x0_Office Supplies,std-x0_Technology,std-x0_Accessories,std-x0_Appliances,std-x0_Art,std-x0_Binders,std-x0_Chairs,std-x0_Envelopes,std-x0_Fasteners,std-x0_Furnishings,std-x0_Labels,std-x0_Paper,std-x0_Phones,std-x0_Storage,std-x0_Tables,std-x0_Consumer,std-x0_Corporate,std-x0_Home Office,std-x0_First Class,std-x0_Same Day,std-x0_Second Class,std-x0_Standard Class,min-Row ID,min-Postal Code,min-Sales,min-Quantity,min-Discount,min-Profit,min-ReturnedBin,min-EncodedCountry,min-x0_Furniture,min-x0_Office Supplies,min-x0_Technology,min-x0_Accessories,min-x0_Appliances,min-x0_Art,min-x0_Binders,min-x0_Bookcases,min-x0_Chairs,min-x0_Copiers,min-x0_Envelopes,min-x0_Fasteners,min-x0_Furnishings,min-x0_Labels,min-x0_Machines,min-x0_Paper,min-x0_Storage,min-x0_Supplies,min-x0_Tables,min-x0_First Class,min-x0_Same Day,min-x0_Second Class,min-x0_Standard Class,25%-Row ID,25%-Postal Code,25%-Sales,25%-Quantity,25%-Discount,25%-Profit,25%-ReturnedBin,25%-EncodedCountry,25%-x0_Furniture,25%-x0_Office Supplies,25%-x0_Technology,25%-x0_Accessories,25%-x0_Appliances,25%-x0_Binders,25%-x0_Bookcases,25%-x0_Chairs,25%-x0_Copiers,25%-x0_Envelopes,25%-x0_Fasteners,25%-x0_Furnishings,25%-x0_Labels,25%-x0_Machines,25%-x0_Paper,25%-x0_Storage,25%-x0_Supplies,25%-x0_First Class,25%-x0_Same Day,25%-x0_Second Class,25%-x0_Standard Class,50%-Row ID,50%-Postal Code,50%-Sales,50%-Quantity,50%-Discount,50%-Profit,50%-ReturnedBin,50%-EncodedCountry,50%-x0_Furniture,50%-x0_Office Supplies,50%-x0_Technology,50%-x0_Appliances,50%-x0_Art,50%-x0_Binders,50%-x0_Bookcases,50%-x0_Copiers,50%-x0_Envelopes,50%-x0_Fasteners,50%-x0_Furnishings,50%-x0_Labels,50%-x0_Machines,50%-x0_Paper,50%-x0_Phones,50%-x0_Storage,50%-x0_Supplies,50%-x0_Tables,50%-x0_First Class,50%-x0_Same Day,50%-x0_Second Class,50%-x0_Standard Class,75%-Row ID,75%-Postal Code,75%-Sales,75%-Quantity,75%-Discount,75%-Profit,75%-ReturnedBin,75%-EncodedCountry,75%-x0_Furniture,75%-x0_Office Supplies,75%-x0_Technology,75%-x0_Accessories,75%-x0_Appliances,75%-x0_Art,75%-x0_Binders,75%-x0_Bookcases,75%-x0_Chairs,75%-x0_Copiers,75%-x0_Envelopes,75%-x0_Fasteners,75%-x0_Furnishings,75%-x0_Labels,75%-x0_Machines,75%-x0_Paper,75%-x0_Phones,75%-x0_Storage,75%-x0_Supplies,75%-x0_Tables,75%-x0_First Class,75%-x0_Same Day,75%-x0_Second Class,75%-x0_Standard Class,max-Row ID,max-Postal Code,max-Quantity,max-Discount,max-Profit,max-EncodedCountry,max-x0_Furniture,max-x0_Office Supplies,max-x0_Technology,max-x0_Accessories,max-x0_Appliances,max-x0_Art,max-x0_Binders,max-x0_Chairs,max-x0_Furnishings,max-x0_Paper,max-x0_Phones,max-x0_Storage,max-x0_First Class,max-x0_Second Class,max-x0_Standard Class
Olvera Toch,10,5009,51145.6,381.8624,5.1,0.16,-92.51203,0,1,0.3,0.7,0,0,0.1,0,0.1,0.1,0,0,0.2,0,0,0.1,0,0.1,0,0.1,0,0.2,1,0,0,0.3,0,0,0.7,3831.794532,35040.44556,523.4032707,2.923088169,0.250333111,302.7620338,0,0,0.483045892,0.483045892,0,0,0.316227766,0,0.316227766,0,0.421637021,0,0,0.316227766,0.316227766,0,0.316227766,0.421637021,0,0,0,0.483045892,0,0,0.483045892,557,18018,9.48,2,0,-913.176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,19379.5,45.24,3.25,0,-58.38075,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6664.5,35849,179.205,5,0,5.8056,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8549.25,90045,330.5325,5.75,0.2,49.386375,0,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,8634,92105,12,0.7,113.211,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1
Pamela Coakley,5,3065.8,57894.6,366.4128,4.4,0.22,54.537,0,1,0.4,0.6,0,0,0,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,1,0,0.4,0,0.4,0.2,2688.866527,43819.52466,677.2649451,2.408318916,0.286356421,81.0768136,0,0,0.547722558,0.547722558,0,0,0,0,0.547722558,0,0,0,0.447213595,0,0,0,0.447213595,0,0,0,0,0.547722558,0,0.547722558,0.447213595,895,7090,1.188,2,0,-0.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,13601,31.56,3,0,10.4148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,80538,70.008,3,0.2,24.5028,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902,94122,155.82,7,0.2,42.0714,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6090,94122,7,0.7,196.686,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1
Pamela Stobb,21,7272.571429,50793.52381,103.8799524,3.571428571,0.223809524,-6.401952381,0.285714286,1,0.285714286,0.523809524,0.19047619,0.047619048,0,0,0.142857143,0,0.238095238,0,0,0.047619048,0.047619048,0.095238095,0.142857143,0.19047619,0,0.047619048,0,0,1,0,0,0.476190476,0.047619048,0.19047619,0.285714286,1644.347152,38389.9286,122.190601,2.675283697,0.270008818,48.90467984,0.46291005,0,0.46291005,0.511766316,0.402373908,0.21821789,0,0,0.358568583,0.43643578,0,0.21821789,0.21821789,0.300792604,0.402373908,0,0.21821789,0,0,0,0,0.511766316,0.21821789,0.402373908,0.46291005,1683,1810,3.882,1,0,-168.819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6814,19140,17.94,2,0,-18.0385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861,78207,36.544,3,0.2,3.4686,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,90008,127.936,5,0.3,11.2896,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9578,90008,11,0.7,88.725,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
Parhena Norris,13,5111.615385,36647.46154,112.8578462,3.615384615,0.123076923,14.77227692,0,1,0.307692308,0.538461538,0.153846154,0.076923077,0,0.153846154,0.076923077,0.076923077,0.076923077,0,0,0,0.153846154,0.076923077,0,0.153846154,0.076923077,0.076923077,0,0,0,0,1,0.230769231,0,0.307692308,0.461538462,3015.195033,23089.23747,167.3248862,2.292686253,0.101273937,32.22186662,0,0,0.480384461,0.518874522,0.375533808,0.277350098,0,0.375533808,0.277350098,0.277350098,0,0,0.375533808,0.277350098,0.375533808,0.277350098,0.277350098,0,0,0,0,0.43852901,0,0.480384461,0.518874522,97,10009,3,1,0,-14.5176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,29203,25.92,2,0,3.0774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108,37042,59.48,3,0.2,6.792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470,37211,77.952,4,0.2,11.9196,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8473,93309,9,0.2,112.788,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Patricia Hirasaki,2,527.5,33801,364.824,3,0.2,23.9439,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.707106781,0,451.3151457,0,0,26.59159903,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,527,33801,45.696,3,0.2,5.1408,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527.25,33801,205.26,3,0.2,14.54235,0,1,1,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,1,527.5,33801,364.824,3,0.2,23.9439,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,527.75,33801,524.388,3,0.2,33.34545,0,1,1,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,528,33801,3,0.2,42.747,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Patrick Bzostek,10,6224.6,92112.1,74.0356,5.4,0.12,22.92257,0.5,1,0.1,0.8,0.1,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0.3,0.1,0,0,0,0,0,1,0.5,0,0,0.5,3653.765704,6996.858731,63.46034272,2.633122354,0.103279556,19.74001123,0.527046277,0,0.316227766,0.421637021,0.316227766,0,0,0,0.527046277,0,0,0,0.316227766,0,0.483045892,0.316227766,0,0,0,0,0,0.527046277,0,0,0.527046277,2176,84106,9.296,2,0,-7.0146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.25,84106,33.812,3.5,0,8.929375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7713,96118.5,52.9,5,0.2,24.9352,0.5,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,9526.75,98115,80.84,7.5,0.2,32.045,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,1,9529,98115,9,0.2,60.4632,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1
Patrick Gardner,26,4548.692308,57060.92308,118.7271923,3.192307692,0.169230769,5.286973077,0.192307692,1,0.230769231,0.461538462,0.307692308,0.192307692,0.076923077,0.038461538,0.192307692,0,0.038461538,0,0.038461538,0.076923077,0.192307692,0,0,0,0.115384615,0,0.038461538,0,1,0,0,0.269230769,0.192307692,0,0.538461538,2646.485802,34831.36461,154.7202151,1.442753777,0.267983926,117.0552862,0.401918476,0,0.429668924,0.508391127,0.470678724,0.401918476,0.271746488,0.196116135,0.401918476,0.196116135,0.196116135,0.271746488,0.401918476,0,0,0.325812594,0,0,0,0,0,0.452344321,0.401918476,0,0.508391127,825,10009,8.72,1,0,-512.1468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.25,30919.25,31.2275,2,0,1.046025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5792.5,71555.5,49.851,3,0,11.1944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6077.75,93309,148.246,4,0.2,29.1908,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,8997,94110,7,0.8,206.316,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
Patrick Jones,13,4301.307692,51754.92308,93.85307692,3.538461538,0.076923077,34.01042308,0,1,0,0.692307692,0.307692308,0.230769231,0.076923077,0.076923077,0.076923077,0,0,0,0.076923077,0,0,0,0,0.384615385,0.076923077,0,0,0,0,1,0,0.230769231,0,0.076923077,0.692307692,1884.944092,36333.76639,220.5601623,1.560736184,0.101273937,86.86418637,0,0,0,0.480384461,0.480384461,0.43852901,0.277350098,0.277350098,0.277350098,0,0.277350098,0,0,0,0.506369684,0.277350098,0,0,0,0,0,0.43852901,0,0.277350098,0.480384461,2286,10035,9.248,2,0,2.208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,22153,26.4,2,0,3.3524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424,40475,37,3,0,11.88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5677,94122,40.736,5,0.2,16.65,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7046,98115,6,0.2,322.1829,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
Patrick O'Brill,22,4233.909091,46910.68182,339.7194636,4.136363636,0.21,1.748895455,0,1,0.227272727,0.636363636,0.136363636,0,0.090909091,0,0.090909091,0.045454545,0.090909091,0,0,0,0.045454545,0.090909091,0,0.227272727,0.136363636,0.090909091,0.045454545,0.045454545,1,0,0,0.272727273,0,0.227272727,0.5,2770.531957,28616.60049,925.050226,2.833396994,0.151531861,95.42759028,0,0,0.428932027,0.492365964,0.351250087,0,0.294244943,0,0.294244943,0.294244943,0,0,0.213200716,0.294244943,0.428932027,0.351250087,0.294244943,0.213200716,0,0,0,0.455842306,0,0.428932027,0.511766316,327,19143,2.784,1,0,-258.5016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.25,25652,22.205,2.25,0.2,-10.200825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316,32303,51.896,3,0.2,3.9014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6318,75812.5,151.566,5,0.2,11.7069,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,9692,94109,13,0.7,327.5922,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
Patrick O'Donnell,13,4409.846154,33585.92308,191.7856923,4.153846154,0.046153846,33.68102308,0,1,0.307692308,0.384615385,0.307692308,0.153846154,0,0,0.153846154,0.076923077,0.076923077,0,0,0,0.153846154,0.076923077,0,0,0.153846154,0.153846154,0,0,1,0,0,0,0,0.307692308,0.692307692,3631.606023,30934.68417,164.8944978,2.192645048,0.087705802,26.97711785,0,0,0.480384461,0.506369684,0.480384461,0.375533808,0,0,0.375533808,0.277350098,0,0,0.375533808,0.277350098,0,0.375533808,0.375533808,0,0,0,0,0,0,0.480384461,0.480384461,47,1752,14.82,2,0,2.7279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,10009,79.78,3,0,12.1176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,29203,133.2,3,0,29.5186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6643,46203,301.96,6,0,60.4224,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9377,90036,9,0.2,85.904,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1
Patrick Ryan,12,4920.083333,76439.91667,153.3481667,3.583333333,0.116666667,20.63521667,0.583333333,1,0.416666667,0.416666667,0.166666667,0,0.083333333,0.083333333,0.083333333,0,0,0,0,0,0.333333333,0.083333333,0,0.083333333,0.166666667,0,0,0.083333333,1,0,0,0.666666667,0.083333333,0.083333333,0.166666667,2120.336914,27608.27393,174.9105156,2.020725942,0.10298573,17.09671551,0.514928651,0,0.514928651,0.514928651,0.389249472,0,0.288675135,0.288675135,0.288675135,0,0,0,0.492365964,0.288675135,0.288675135,0.389249472,0,0.288675135,0,0,0,0.492365964,0.288675135,0.288675135,0.389249472,3335,33614,7.78,1,0,1.999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337.75,53446.25,46.8085,2.75,0,8.8192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340.5,94601,92.252,3,0.2,14.08575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6673.25,94601,169.662,4,0.2,30.7766,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9123,94601,9,0.2,54.9504,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
Paul Gonzalez,17,4580.176471,57941.88235,116.892,3.588235294,0.094117647,19.67742941,0,1,0.117647059,0.529411765,0.352941176,0.117647059,0,0.176470588,0.058823529,0,0,0.058823529,0,0.058823529,0.117647059,0.117647059,0,0.117647059,0.176470588,0,0,0,1,0,0,0,0,0.294117647,0.705882353,4010.649187,34011.13221,153.3804411,1.872792819,0.159963231,41.52727633,0,0,0.332105582,0.514495755,0.492592183,0.332105582,0,0.392952624,0.242535625,0,0,0.242535625,0.332105582,0.332105582,0.332105582,0.392952624,0,0,0,0,0,0,0,0.469668218,0.469668218,87,7960,6.16,1,0,-84.2928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,23223,19.99,2,0,6.2995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,76106,58.112,4,0,10.4148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8938,90008,135.984,5,0.2,31.374,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9690,94122,7,0.6,125.99,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1
Paul Knutson,3,1100.666667,44131.66667,480.384,4.666666667,0.366666667,-266.235,0,1,0,0.666666667,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0.333333333,398.6606744,43281.64028,587.3002384,1.527525232,0.351188458,429.3713982,0,0,0,0.577350269,0.577350269,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0.577350269,870,19143,18.9,3,0,-760.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.5,19143,149.841,4,0.2,-403.8885,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,871,19143,280.782,5,0.4,-46.797,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1216,56626,711.126,5.5,0.55,-18.8625,0,1,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0.5,1561,94109,6,0.7,9.072,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
Paul Lucas,8,3400.75,51923.25,29.935125,3.625,0.25,-0.0940875,0,1,0.125,0.75,0.125,0.125,0,0.125,0.25,0,0,0,0,0,0.125,0.125,0,0.125,0,0.125,0,0,0,0,1,0,0,0,1,1720.892107,36674.34341,24.67176419,1.187734939,0.292770022,14.63960071,0,0,0.353553391,0.46291005,0.353553391,0.353553391,0,0.353553391,0.46291005,0,0,0,0.353553391,0.353553391,0.353553391,0,0.353553391,0,0,0,0,0,0,0,0,1521,19140,8.928,2,0,-23.8855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2476.75,19140,14.973,3,0,-9.094125,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2765.5,39876.5,22.085,3,0.2,1.3673,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4460.5,90049,34.46625,5,0.325,9.670275,0,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5897,98115,5,0.7,22.2,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
Paul MacIntyre,4,5743,56633.5,351.3505,4,0.15,39.4692,0,1,0.75,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.25,0,0,0.75,3184.016646,26598.85161,474.541966,2.449489743,0.173205081,80.80866307,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.577350269,0,0,0,0.5,0,0,0.5,1166,22153,46.8,1,0,-13.1706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5260.25,42439,88.5285,3.25,0,-9.69885,0,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,6625.5,63395.5,150.871,4,0.15,6.2592,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,7108.25,77590,413.693,4.75,0.3,55.42725,0,1,1,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,1,8555,77590,7,0.3,158.529,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Paul Prost,34,4168.323529,40286.76471,213.312,4.058823529,0.108823529,43.9731,0,1,0.235294118,0.558823529,0.205882353,0.058823529,0.058823529,0.058823529,0.088235294,0.058823529,0.029411765,0,0.029411765,0.029411765,0.117647059,0.058823529,0,0.176470588,0.147058824,0.058823529,0,0.029411765,0,0,1,0,0.352941176,0.147058824,0.5,2614.310196,22884.04543,410.9982826,2.308629089,0.183183377,83.85116562,0,0,0.430561545,0.503994737,0.41042563,0.238832574,0.238832574,0.238832574,0.287902241,0.171498585,0.171498585,0.171498585,0.32703497,0.238832574,0.386952995,0.359490628,0.238832574,0.171498585,0,0,0,0,0.48507125,0.359490628,0.507519219,1383,1040,3.52,1,0,-46.592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.25,30080,16.3875,2,0,1.76535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638.5,31550.5,109.9,3,0,10.47295,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5626.75,45503,224.715,6.5,0.2,52.719075,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9432,98115,9,0.7,399.2994,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Paul Stevenson,13,6678.230769,69837.15385,98.35684615,4,0.053846154,15.26999231,0,1,0.384615385,0.615384615,0,0,0.076923077,0.153846154,0.076923077,0,0.153846154,0,0.153846154,0.076923077,0.230769231,0,0,0,0,0.076923077,0,0,0,0,1,0,0.153846154,0.230769231,0.615384615,2891.211775,31410.66973,108.4627006,1.957890021,0.105003052,22.20070511,0,0,0.506369684,0.506369684,0,0,0.277350098,0.375533808,0.277350098,0.375533808,0.375533808,0.277350098,0.43852901,0,0,0,0.277350098,0,0,0,0,0,0.375533808,0.43852901,0.506369684,67,10024,8,1,0,-15.2225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516,42420,19.98,2,0,6.4206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657,85023,36.44,4,0,8.5914,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9363,98105,187.76,5,0,16.7972,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9541,98105,7,0.3,76.9816,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Paul Van Hugh,13,4951.461538,71102.84615,221.2343077,4,0.084615385,33.42526154,0,1,0.230769231,0.615384615,0.153846154,0.153846154,0.076923077,0.230769231,0.076923077,0,0.076923077,0,0,0.076923077,0.153846154,0,0,0.076923077,0,0.076923077,0,0,0,0,1,0.307692308,0,0,0.692307692,3314.488639,32706.26304,444.1189948,2.415229458,0.114354375,64.00710784,0,0,0.43852901,0.506369684,0.375533808,0.375533808,0.277350098,0.43852901,0.277350098,0.277350098,0,0.277350098,0.375533808,0,0.277350098,0,0.277350098,0,0,0,0,0.480384461,0,0,0.480384461,1099,2138,3.488,1,0,-14.6388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,77573,8.73,3,0,2.5056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137,77573,26.72,3,0,5.6112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8314,94122,112.12,5,0.2,24.9132,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8317,94122,9,0.3,204.7682,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
Pauline Chand,3,3130.666667,88410.66667,353.8293333,6,0.133333333,-61.44546667,0,1,0.333333333,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,1,2814.871282,2759.734287,564.3206406,2,0.115470054,99.38570467,0,0,0.577350269,0.577350269,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,1505,85224,6.72,4,0,-175.8708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1505.5,87614,28.256,5,0.1,-93.8482,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1506,90004,49.792,6,0.2,-11.8256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3943.5,90004,527.384,7,0.2,-4.2328,0,1,0.5,1,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,6381,90004,8,0.2,3.36,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
